kg_id	ml1m_id	db_id	name	dbpedia_url
1708	2100	2524	Splash (1984)	http://dbpedia.org/resource/Splash_(film)
1709	2101	3718	Squanto: A Warrior's Tale (1994)	http://dbpedia.org/resource/Squanto:_A_Warrior's_Tale
1710	2103	40	Tall Tale (1994)	http://dbpedia.org/resource/Tall_Tale_(film)
1711	2104	6514	Tex (1982)	http://dbpedia.org/resource/Tex_(film)
1712	2105	13100	Tron (1982)	http://dbpedia.org/resource/Tron:_Legacy
1713	2106	1549	Swing Kids (1993)	http://dbpedia.org/resource/Swing_Kids_(film)
1714	2107	919	Halloween: H20 (1998)	http://dbpedia.org/resource/Halloween_H20:_20_Years_Later
1715	2108	13910	L.A. Story (1991)	http://dbpedia.org/resource/L.A._Story
1716	2109	1284	Jerk, The (1979)	http://dbpedia.org/resource/The_Jerk
1717	2110	150	Dead Men Don't Wear Plaid (1982)	http://dbpedia.org/resource/Dead_Men_Don't_Wear_Plaid
1718	2111	12222	Man with Two Brains, The (1983)	http://dbpedia.org/resource/The_Man_with_Two_Brains
1719	2112	12711	Grand Canyon (1991)	http://dbpedia.org/resource/Grand_Canyon_(1991_film)
1720	2113	6598	Graveyard Shift (1990)	http://dbpedia.org/resource/Graveyard_shift
1721	2114	705	Outsiders, The (1983)	http://dbpedia.org/resource/The_Outsiders_(film)
1722	2115	4156	Indiana Jones and the Temple of Doom (1984)	http://dbpedia.org/resource/Indiana_Jones_and_the_Temple_of_Doom
1723	2116	6831	Lord of the Rings, The (1978)	http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Two_Towers
1724	2117	7536	Nineteen Eighty-Four (1984)	http://dbpedia.org/resource/Nineteen_Eighty-Four_(film)
1725	2118	4810	Dead Zone, The (1983)	http://dbpedia.org/resource/The_Dead_Zone_(film)
1726	2119	7413	Maximum Overdrive (1986)	http://dbpedia.org/resource/Maximum_Overdrive
1727	2120	2001	Needful Things (1993)	http://dbpedia.org/resource/Needful_Things_(film)
1728	2121	10190	Cujo (1983)	http://dbpedia.org/resource/Cujo_(film)
1729	2122	3160	Children of the Corn (1984)	http://dbpedia.org/resource/Children_of_the_Corn_(1984_film)
1730	2123	7659	All Dogs Go to Heaven (1989)	http://dbpedia.org/resource/All_Dogs_Go_to_Heaven
1731	2124	13178	Addams Family, The (1991)	http://dbpedia.org/resource/Addams_Family_Reunion
1732	2125	3287	Ever After: A Cinderella Story (1998)	http://dbpedia.org/resource/Ever_After
1733	2126	1990	Snake Eyes (1998)	http://dbpedia.org/resource/Snake_Eyes_(film)
1734	2128	12845	Safe Men (1998)	http://dbpedia.org/resource/Safe_Men
1735	2129	3584	Saltmen of Tibet, The (1997)	http://dbpedia.org/resource/The_Saltmen_of_Tibet
1736	2130	2557	Atlantic City (1980)	http://dbpedia.org/resource/Atlantic_City_(1980_film)
1737	2132	2042	Who's Afraid of Virginia Woolf? (1966)	http://dbpedia.org/resource/Who's_Afraid_of_Virginia_Woolf%3F_(film)
1738	2133	5999	Adventures in Babysitting (1987)	http://dbpedia.org/resource/Adventures_in_Babysitting
1739	2134	4760	Weird Science (1985)	http://dbpedia.org/resource/Weird_Science_(film)
1740	2135	2212	Doctor Dolittle (1967)	http://dbpedia.org/resource/Doctor_Dolittle_(film)
1741	2136	14077	Nutty Professor, The (1963)	http://dbpedia.org/resource/The_Nutty_Professor
1742	2137	10358	Charlotte's Web (1973)	http://dbpedia.org/resource/Charlotte's_Web_(1973_film)
1743	2138	9130	Watership Down (1978)	http://dbpedia.org/resource/Watership_Down_(film)
1744	2139	13093	Secret of NIMH, The (1982)	http://dbpedia.org/resource/The_Secret_of_NIMH_2:_Timmy_to_the_Rescue
1745	2140	12587	Dark Crystal, The (1982)	http://dbpedia.org/resource/The_Dark_Crystal
1746	2141	5954	American Tail, An (1986)	http://dbpedia.org/resource/An_American_Tail
1747	2142	10361	American Tail: Fievel Goes West, An (1991)	http://dbpedia.org/resource/An_American_Tail:_Fievel_Goes_West
1748	2143	6019	Legend (1985)	http://dbpedia.org/resource/Legend_(1985_film)
1749	2144	12648	Sixteen Candles (1984)	http://dbpedia.org/resource/Sixteen_Candles
1750	2145	10045	Pretty in Pink (1986)	http://dbpedia.org/resource/Pretty_in_Pink
1751	2146	7461	St. Elmo's Fire (1985)	http://dbpedia.org/resource/St._Elmo's_Fire_(film)
1752	2147	13332	Clan of the Cave Bear, The (1986)	http://dbpedia.org/resource/The_Clan_of_the_Cave_Bear_(film)
1753	2148	12035	House (1986)	http://dbpedia.org/resource/Grindhouse_(film)
1754	2149	3346	House II: The Second Story (1987)	http://dbpedia.org/resource/House_II:_The_Second_Story
1755	2150	4821	Gods Must Be Crazy, The (1980)	http://dbpedia.org/resource/The_Gods_Must_Be_Crazy
1756	2151	4240	Gods Must Be Crazy II, The (1989)	http://dbpedia.org/resource/The_Gods_Must_Be_Crazy_II
1757	2152	8291	Air Bud: Golden Receiver (1998)	http://dbpedia.org/resource/Air_Bud:_Golden_Receiver
1758	2153	11163	Avengers, The (1998)	http://dbpedia.org/resource/The_Avengers_(1998_film)
1759	2154	9304	How Stella Got Her Groove Back (1998)	http://dbpedia.org/resource/How_Stella_Got_Her_Groove_Back
1760	2155	10170	Slums of Beverly Hills, The (1998)	http://dbpedia.org/resource/Slums_of_Beverly_Hills
1761	2157	8209	Chambermaid on the Titanic, The (1998)	http://dbpedia.org/resource/The_Chambermaid_on_the_Titanic
1762	2158	11254	Henry: Portrait of a Serial Killer, Part 2 (1996)	http://dbpedia.org/resource/Henry:_Portrait_of_a_Serial_Killer,_Part_II
1763	2159	6372	Henry: Portrait of a Serial Killer (1990)	http://dbpedia.org/resource/Henry:_Portrait_of_a_Serial_Killer
1764	2160	759	Rosemary's Baby (1968)	http://dbpedia.org/resource/Rosemary's_Baby_(film)
1765	2161	2505	NeverEnding Story, The (1984)	http://dbpedia.org/resource/The_NeverEnding_Story_(film)
1766	2162	8316	NeverEnding Story II: The Next Chapter, The (1990)	http://dbpedia.org/resource/The_NeverEnding_Story_II:_The_Next_Chapter
1767	2163	5008	Attack of the Killer Tomatoes! (1980)	http://dbpedia.org/resource/Attack_of_the_Killer_Tomatoes
1768	2164	4024	Surf Nazis Must Die (1987)	http://dbpedia.org/resource/Surf_Nazis_Must_Die
1769	2166	4925	Return to Paradise (1998)	http://dbpedia.org/resource/Return_to_Paradise_(1998_film)
1770	2167	6434	Blade (1998)	http://dbpedia.org/resource/Blade_(film)
1771	2168	5974	Dance with Me (1998)	http://dbpedia.org/resource/Dance_with_Me_(film)
1772	2169	1455	Dead Man on Campus (1998)	http://dbpedia.org/resource/Dead_Man_on_Campus
1773	2170	12537	Wrongfully Accused (1998)	http://dbpedia.org/resource/Wrongfully_Accused
1774	2171	5111	Next Stop, Wonderland (1998)	http://dbpedia.org/resource/Next_Stop_Wonderland
1775	2173	293	Navigator: A Mediaeval Odyssey, The (1988)	http://dbpedia.org/resource/The_Navigator:_A_Medieval_Odyssey
1776	2174	9895	Beetlejuice (1988)	http://dbpedia.org/resource/Beetlejuice
1777	2176	11380	Rope (1948)	http://dbpedia.org/resource/Rope_(film)
1778	2177	5078	Family Plot (1976)	http://dbpedia.org/resource/Family_Plot
1779	2178	8918	Frenzy (1972)	http://dbpedia.org/resource/Frenzy
1780	2179	6767	Topaz (1969)	http://dbpedia.org/resource/Topaz_(1969_film)
1781	2180	1544	Torn Curtain (1966)	http://dbpedia.org/resource/Torn_Curtain
1782	2181	4369	Marnie (1964)	http://dbpedia.org/resource/Marnie_(film)
1783	2182	11353	Wrong Man, The (1956)	http://dbpedia.org/resource/The_Wrong_Man_(1917_film)
1784	2183	13765	Man Who Knew Too Much, The (1956)	http://dbpedia.org/resource/The_Man_Who_Knew_Too_Much_(1956_film)
1785	2184	12409	Trouble with Harry, The (1955)	http://dbpedia.org/resource/The_Trouble_with_Harry
1786	2185	3761	I Confess (1953)	http://dbpedia.org/resource/I_Confess_(film)
1787	2186	10699	Strangers on a Train (1951)	http://dbpedia.org/resource/Strangers_on_a_Train_(film)
1788	2187	10285	Stage Fright (1950)	http://dbpedia.org/resource/Stage_Fright_(1950_film)
1789	2188	8347	54 (1998)	http://dbpedia.org/resource/54_(film)
1790	2189	13532	I Married A Strange Person (1997)	http://dbpedia.org/resource/I_Married_a_Strange_Person!
1791	2190	14335	Why Do Fools Fall In Love? (1998)	http://dbpedia.org/resource/Why_Do_Fools_Fall_in_Love_(film)
1792	2191	9591	Merry War, A (1997)	http://dbpedia.org/resource/Keep_the_Aspidistra_Flying_(film)
1793	2193	12415	Willow (1988)	http://dbpedia.org/resource/Willow_(film)
1794	2194	12434	Untouchables, The (1987)	http://dbpedia.org/resource/The_Untouchables_(film)
1795	2195	880	Dirty Work (1998)	http://dbpedia.org/resource/Dirty_Work_(1998_film)
1796	2196	1019	Knock Off (1998)	http://dbpedia.org/resource/Knock_Off_(film)
1797	2197	3580	Firelight (1997)	http://dbpedia.org/resource/Firelight_(1964_film)
1798	2199	3554	Phoenix (1998)	http://dbpedia.org/resource/Griffin_and_Phoenix_(1976_film)
1799	2201	9973	Paradine Case, The (1947)	http://dbpedia.org/resource/The_Paradine_Case
1800	2202	6527	Lifeboat (1944)	http://dbpedia.org/resource/Lifeboat_(film)
1801	2203	4670	Shadow of a Doubt (1943)	http://dbpedia.org/resource/Shadow_of_a_Doubt
1802	2204	13346	Saboteur (1942)	http://dbpedia.org/resource/Saboteur_(film)
1803	2205	5768	Mr. & Mrs. Smith (1941)	http://dbpedia.org/resource/Pirates_of_the_Caribbean_(film_series)
1804	2211	6818	Secret Agent (1936)	http://dbpedia.org/resource/Secret_Agent_(1936_film)
1805	2212	3424	Man Who Knew Too Much, The (1934)	http://dbpedia.org/resource/The_Man_Who_Knew_Too_Much_(1934_film)
1806	2215	12448	Rich and Strange (1932)	http://dbpedia.org/resource/Rich_and_Strange
1807	2216	10716	Skin Game, The (1931)	http://dbpedia.org/resource/The_Skin_Game_(1931_film)
1808	2217	10113	Elstree Calling (1930)	http://dbpedia.org/resource/Elstree_Calling
1809	2219	6465	Murder! (1930)	http://dbpedia.org/resource/Murder!
1810	2221	11650	Blackmail (1929)	http://dbpedia.org/resource/Blackmail_(1929_film)
1811	2222	14658	Champagne (1928)	http://dbpedia.org/resource/Champagne_(film)
1812	2226	2657	Ring, The (1927)	http://dbpedia.org/resource/Ring_(film)
1813	2227	13546	Lodger, The (1926)	http://dbpedia.org/resource/The_Lodger_(2009_film)
1814	2228	6430	Mountain Eagle, The (1926)	http://dbpedia.org/resource/The_Mountain_Eagle
1815	2229	8424	Pleasure Garden, The (1925)	http://dbpedia.org/resource/The_Pleasure_Garden_(film)
1816	2230	7945	Always Tell Your Wife (1923)	http://dbpedia.org/resource/Always_Tell_Your_Wife
1817	2232	645	Cube (1997)	http://dbpedia.org/resource/Cube_(film)
1818	2233	4645	Digging to China (1998)	http://dbpedia.org/resource/Digging_to_China
1819	2234	6647	Let's Talk About Sex (1998)	http://dbpedia.org/resource/Let's_Talk_About_Sex_(film)
1820	2235	13909	One Man's Hero (1999)	http://dbpedia.org/resource/One_Man's_Hero
1821	2236	9053	Simon Birch (1998)	http://dbpedia.org/resource/Simon_Birch
1822	2237	6303	Without Limits (1998)	http://dbpedia.org/resource/Without_Limits
1823	2238	9553	Seven Beauties (Pasqualino Settebellezze) (1976)	http://dbpedia.org/resource/Seven_Beauties
1824	2240	2616	My Bodyguard (1980)	http://dbpedia.org/resource/My_Bodyguard
1825	2241	198	Class (1983)	http://dbpedia.org/resource/A_Touch_of_Class_(film)
1826	2242	12453	Grandview, U.S.A. (1984)	http://dbpedia.org/resource/Grandview,_U.S.A.
1827	2243	12684	Broadcast News (1987)	http://dbpedia.org/resource/Broadcast_News_(film)
1828	2244	5162	Allnighter, The (1987)	http://dbpedia.org/resource/The_Allnighter_(film)
1829	2245	3300	Working Girl (1988)	http://dbpedia.org/resource/Working_Girl
1830	2247	12339	Married to the Mob (1988)	http://dbpedia.org/resource/Married_to_the_Mob
1831	2248	13729	Say Anything... (1989)	http://dbpedia.org/resource/Say_Anything...
1832	2249	10209	My Blue Heaven (1990)	http://dbpedia.org/resource/My_Blue_Heaven_(1990_film)
1833	2250	8516	Men Don't Leave (1990)	http://dbpedia.org/resource/Men_Don't_Leave
1834	2252	3716	Hero (1992)	http://dbpedia.org/resource/Everyone's_Hero
1835	2253	6838	Toys (1992)	http://dbpedia.org/resource/Toys_(film)
1836	2254	7794	Choices (1981)	http://dbpedia.org/resource/Choices_(film)
1837	2255	10876	Young Doctors in Love (1982)	http://dbpedia.org/resource/Young_Doctors_in_Love
1838	2256	7578	Parasite (1982)	http://dbpedia.org/resource/Parasite_(film)
1839	2257	10905	No Small Affair (1984)	http://dbpedia.org/resource/No_Small_Affair
1840	2259	4164	Blame It on Rio (1984)	http://dbpedia.org/resource/Blame_It_on_Rio
1841	2260	4207	Wisdom (1986)	http://dbpedia.org/resource/Wisdom_(film)
1842	2261	2309	One Crazy Summer (1986)	http://dbpedia.org/resource/One_Crazy_Summer
1843	2262	2518	About Last Night... (1986)	http://dbpedia.org/resource/About_Last_Night_(1986_film)
1844	2263	5554	Seventh Sign, The (1988)	http://dbpedia.org/resource/The_Seventh_Sign
1845	2264	8331	We're No Angels (1989)	http://dbpedia.org/resource/We're_No_Angels_(1989_film)
1846	2265	11081	Nothing But Trouble (1991)	http://dbpedia.org/resource/Nothing_but_Trouble_(1991_film)
1847	2266	12005	Butcher's Wife, The (1991)	http://dbpedia.org/resource/The_Butcher's_Wife
1848	2267	1689	Mortal Thoughts (1991)	http://dbpedia.org/resource/Mortal_Thoughts
1849	2268	1439	Few Good Men, A (1992)	http://dbpedia.org/resource/A_Few_Good_Men
1850	2269	7451	Indecent Proposal (1993)	http://dbpedia.org/resource/Indecent_Proposal
1851	2270	8399	Century of Cinema, A (1994)	http://dbpedia.org/resource/A_Century_of_Cinema
1852	2271	7364	Permanent Midnight (1998)	http://dbpedia.org/resource/Permanent_Midnight
1853	2272	12577	One True Thing (1998)	http://dbpedia.org/resource/One_True_Thing
1854	2273	6794	Rush Hour (1998)	http://dbpedia.org/resource/Rush_Hour_(1998_film)
1855	2275	2325	Six-String Samurai (1998)	http://dbpedia.org/resource/Six-String_Samurai
1856	2276	10116	Soldier's Daughter Never Cries, A (1998)	http://dbpedia.org/resource/A_Soldier's_Daughter_Never_Cries_(film)
1857	2278	933	Ronin (1998)	http://dbpedia.org/resource/Ronin_(film)
1858	2279	513	Urban Legend (1998)	http://dbpedia.org/resource/Urban_Legend_(film)
1859	2280	4481	Clay Pigeons (1998)	http://dbpedia.org/resource/Clay_Pigeons
1860	2281	4197	Monument Ave. (1998)	http://dbpedia.org/resource/Monument_Ave.
1861	2282	6069	Pecker (1998)	http://dbpedia.org/resource/Pecker_(film)
1862	2283	4989	Sheltering Sky, The (1990)	http://dbpedia.org/resource/The_Sheltering_Sky_(film)
1863	2284	2181	Bandit Queen (1994)	http://dbpedia.org/resource/Bandit_Queen
1864	2286	12288	Fiendish Plot of Dr. Fu Manchu, The (1980)	http://dbpedia.org/resource/The_Fiendish_Plot_of_Dr._Fu_Manchu
1865	2287	7666	Them! (1954)	http://dbpedia.org/resource/Them!
1866	2288	283	Thing, The (1982)	http://dbpedia.org/resource/The_Thing_(1982_film)
1867	2289	4346	Player, The (1992)	http://dbpedia.org/resource/Players_(film)
1868	2290	13501	Stardust Memories (1980)	http://dbpedia.org/resource/Stardust_Memories
1869	2291	10092	Edward Scissorhands (1990)	http://dbpedia.org/resource/Edward_Scissorhands
1870	2292	10319	Overnight Delivery (1996)	http://dbpedia.org/resource/Overnight_Delivery
1871	2293	11784	Shadrach (1998)	http://dbpedia.org/resource/Shadrach_(film)
1872	2294	10195	Antz (1998)	http://dbpedia.org/resource/Antz
1873	2295	13565	Impostors, The (1998)	http://dbpedia.org/resource/The_Impostors
1874	2296	6781	Night at the Roxbury, A (1998)	http://dbpedia.org/resource/A_Night_at_the_Roxbury
1875	2297	918	What Dreams May Come (1998)	http://dbpedia.org/resource/What_Dreams_May_Come_(film)
1876	2298	7381	Strangeland (1998)	http://dbpedia.org/resource/Strangeland_(film)
1877	2299	8580	Battle of the Sexes, The (1959)	http://dbpedia.org/resource/The_Battle_of_the_Sexes_(1928_film)
1878	2300	12965	Producers, The (1968)	http://dbpedia.org/resource/The_Producers_(1968_film)
1879	2301	2048	History of the World: Part I (1981)	http://dbpedia.org/resource/History_of_the_World,_Part_I
1880	2302	10142	My Cousin Vinny (1992)	http://dbpedia.org/resource/My_Cousin_Vinny
1881	2303	12148	Nashville (1975)	http://dbpedia.org/resource/Nashville_(film)
1882	2304	4752	Love Is the Devil (1998)	http://dbpedia.org/resource/Love_and_the_Devil
1883	2305	4774	Slam (1998)	http://dbpedia.org/resource/Slam_(film)
1884	2306	7995	Holy Man (1998)	http://dbpedia.org/resource/Holy_Man
1885	2307	7730	One Tough Cop (1998)	http://dbpedia.org/resource/One_Tough_Cop
1886	2308	12688	Detroit 9000 (1973)	http://dbpedia.org/resource/Detroit_9000
1887	2310	14393	Mighty, The (1998)	http://dbpedia.org/resource/The_Mighty
1888	2311	10102	2010 (1984)	http://dbpedia.org/resource/2010_(film)
1889	2312	6506	Children of a Lesser God (1986)	http://dbpedia.org/resource/Children_of_a_Lesser_God
1890	2313	9092	Elephant Man, The (1980)	http://dbpedia.org/resource/The_Elephant_Man_(1982_film)
1891	2314	7155	Beloved (1998)	http://dbpedia.org/resource/Beloved_(film)
1892	2315	5996	Bride of Chucky (1998)	http://dbpedia.org/resource/Bride_of_Chucky
1893	2316	4233	Practical Magic (1998)	http://dbpedia.org/resource/Practical_Magic
1894	2317	3957	Alarmist, The (1997)	http://dbpedia.org/resource/The_Alarmist
1895	2318	5065	Happiness (1998)	http://dbpedia.org/resource/Happiness_(1998_film)
1896	2319	4992	Reach the Rock (1997)	http://dbpedia.org/resource/Reach_the_Rock
1897	2320	2435	Apt Pupil (1998)	http://dbpedia.org/resource/Apt_Pupil_(film)
1898	2321	14441	Pleasantville (1998)	http://dbpedia.org/resource/Pleasantville_(film)
1899	2322	3506	Soldier (1998)	http://dbpedia.org/resource/Soldier_of_Orange
1900	2323	9096	Cruise, The (1998)	http://dbpedia.org/resource/Cruise
1901	2325	2333	Orgazmo (1997)	http://dbpedia.org/resource/Orgazmo
1902	2326	3982	Shattered Image (1998)	http://dbpedia.org/resource/Shattered_Image
1903	2327	9416	Tales from the Darkside: The Movie (1990)	http://dbpedia.org/resource/Tales_from_the_Darkside:_The_Movie
1904	2328	4654	Vampires (1998)	http://dbpedia.org/resource/Vampires_(film)
1905	2329	12403	American History X (1998)	http://dbpedia.org/resource/American_History_X
1906	2330	8117	Hands on a Hard Body (1996)	http://dbpedia.org/resource/Hands_on_a_Hard_Body:_The_Documentary
1907	2331	6978	Living Out Loud (1998)	http://dbpedia.org/resource/Living_Out_Loud
1908	2332	5610	Belly (1998)	http://dbpedia.org/resource/Belly_(film)
1909	2333	13442	Gods and Monsters (1998)	http://dbpedia.org/resource/Gods_and_Monsters
1910	2334	5130	Siege, The (1998)	http://dbpedia.org/resource/The_Siege_of_Pinchgut
1911	2335	11665	Waterboy, The (1998)	http://dbpedia.org/resource/The_Waterboy
1912	2336	8397	Elizabeth (1998)	http://dbpedia.org/resource/Elizabeth_(film)
1913	2337	10054	Velvet Goldmine (1998)	http://dbpedia.org/resource/Velvet_Goldmine
1914	2338	1826	I Still Know What You Did Last Summer (1998)	http://dbpedia.org/resource/I_Still_Know_What_You_Did_Last_Summer
1915	2339	12643	I'll Be Home For Christmas (1998)	http://dbpedia.org/resource/I'll_Be_Home_for_Christmas_(1998_film)
1916	2340	2966	Meet Joe Black (1998)	http://dbpedia.org/resource/Meet_Joe_Black
1917	2341	8248	Dancing at Lughnasa (1998)	http://dbpedia.org/resource/Dancing_at_Lughnasa_(film)
1918	2342	13299	Hard Core Logo (1996)	http://dbpedia.org/resource/Hard_Core_Logo_2
1919	2343	11309	Naked Man, The (1998)	http://dbpedia.org/resource/The_Naked_Man_(film)
1920	2344	14207	Runaway Train (1985)	http://dbpedia.org/resource/Runaway_Train_(film)
1921	2345	11052	Desert Bloom (1986)	http://dbpedia.org/resource/Desert_Bloom
1922	2346	3312	Stepford Wives, The (1975)	http://dbpedia.org/resource/The_Stepford_Wives_(1975_film)
1923	2347	85	Pope of Greenwich Village, The (1984)	http://dbpedia.org/resource/The_Pope_of_Greenwich_Village
1924	2348	5411	Sid and Nancy (1986)	http://dbpedia.org/resource/Sid_and_Nancy
1925	2349	2814	Mona Lisa (1986)	http://dbpedia.org/resource/Mona_Lisa_(film)
1926	2350	10570	Heart Condition (1990)	http://dbpedia.org/resource/Heart_Condition_(film)
1927	2351	13614	Nights of Cabiria (Le Notti di Cabiria) (1957)	http://dbpedia.org/resource/Nights_of_Cabiria
1928	2352	12781	Big Chill, The (1983)	http://dbpedia.org/resource/The_Big_Chill_(film)
1929	2353	4508	Enemy of the State (1998)	http://dbpedia.org/resource/Enemy_of_the_State_(film)
1930	2354	11093	Rugrats Movie, The (1998)	http://dbpedia.org/resource/The_Rugrats_Movie
1931	2355	10079	Bug's Life, A (1998)	http://dbpedia.org/resource/A_Bug's_Life
1932	2356	1013	Celebrity (1998)	http://dbpedia.org/resource/Celebrity_(film)
1933	2357	4535	Central Station (Central do Brasil) (1998)	http://dbpedia.org/resource/Central_Station_(film)
1934	2358	2705	Savior (1998)	http://dbpedia.org/resource/Savior_(film)
1935	2359	13047	Waking Ned Devine (1998)	http://dbpedia.org/resource/Waking_Ned
1936	2361	14010	Pink Flamingos (1972)	http://dbpedia.org/resource/Pink_Flamingos
1937	2362	6686	Glen or Glenda (1953)	http://dbpedia.org/resource/Glen_or_Glenda
1938	2363	8558	Godzilla (Gojira) (1954)	http://dbpedia.org/resource/Godzilla_(1954_film)
1939	2364	8114	Godzilla (Gojira) (1984)	http://dbpedia.org/resource/Godzilla_1985
1940	2366	11712	King Kong (1933)	http://dbpedia.org/resource/King_Kong_(1933_film)
1941	2367	8049	King Kong (1976)	http://dbpedia.org/resource/King_Kong_(1976_film)
1942	2368	5379	King Kong Lives (1986)	http://dbpedia.org/resource/King_Kong_Lives
1943	2369	4007	Desperately Seeking Susan (1985)	http://dbpedia.org/resource/Desperately_Seeking_Susan
1944	2370	2841	Emerald Forest, The (1985)	http://dbpedia.org/resource/The_Emerald_Forest
1945	2371	9268	Fletch (1985)	http://dbpedia.org/resource/Fletch_(film)
1946	2372	12660	Fletch Lives (1989)	http://dbpedia.org/resource/Fletch_Lives
1947	2373	6846	Red Sonja (1985)	http://dbpedia.org/resource/Red_Sonja_(film)
1948	2375	12823	Money Pit, The (1986)	http://dbpedia.org/resource/The_Money_Pit
1949	2376	8011	View to a Kill, A (1985)	http://dbpedia.org/resource/A_View_to_a_Kill
1950	2377	3122	Lifeforce (1985)	http://dbpedia.org/resource/Lifeforce_(film)
1951	2378	2151	Police Academy (1984)	http://dbpedia.org/resource/Police_Academy_(film)
1952	2379	3228	Police Academy 2: Their First Assignment (1985)	http://dbpedia.org/resource/Police_Academy_2:_Their_First_Assignment
1953	2380	13209	Police Academy 3: Back in Training (1986)	http://dbpedia.org/resource/Police_Academy_3:_Back_in_Training
1954	2381	4170	Police Academy 4: Citizens on Patrol (1987)	http://dbpedia.org/resource/Police_Academy_4:_Citizens_on_Patrol
1955	2382	10715	Police Academy 5: Assignment: Miami Beach (1988)	http://dbpedia.org/resource/Police_Academy_5:_Assignment_Miami_Beach
1956	2383	2795	Police Academy 6: City Under Siege (1989)	http://dbpedia.org/resource/Police_Academy_6:_City_Under_Siege
1957	2384	13141	Babe: Pig in the City (1998)	http://dbpedia.org/resource/Babe:_Pig_in_the_City
1958	2385	3971	Home Fries (1998)	http://dbpedia.org/resource/Home_Fries_(film)
1959	2387	12913	Very Bad Things (1998)	http://dbpedia.org/resource/Very_Bad_Things
1960	2389	4859	Psycho (1998)	http://dbpedia.org/resource/Psycho_(1998_film)
1961	2390	13711	Little Voice (1998)	http://dbpedia.org/resource/Little_Voice_(film)
1962	2391	3534	Simple Plan, A (1998)	http://dbpedia.org/resource/A_Simple_Plan_(film)
1963	2392	141	Jack Frost (1998)	http://dbpedia.org/resource/Jack_Frost_(1998_film)
1964	2393	31	Star Trek: Insurrection (1998)	http://dbpedia.org/resource/Star_Trek:_Insurrection
1965	2394	12037	Prince of Egypt, The (1998)	http://dbpedia.org/resource/The_Prince_of_Egypt
1966	2395	2139	Rushmore (1998)	http://dbpedia.org/resource/Rushmore_(film)
1967	2396	13331	Shakespeare in Love (1998)	http://dbpedia.org/resource/Shakespeare_in_Love
1968	2397	1268	Mass Appeal (1984)	http://dbpedia.org/resource/Mass_Appeal_(film)
1969	2398	4599	Miracle on 34th Street (1947)	http://dbpedia.org/resource/Miracle_on_34th_Street
1970	2399	7315	Santa Claus: The Movie (1985)	http://dbpedia.org/resource/Santa_Claus:_The_Movie
1971	2400	13345	Prancer (1989)	http://dbpedia.org/resource/Prancer_(film)
1972	2401	10589	Pale Rider (1985)	http://dbpedia.org/resource/Pale_Rider
1973	2402	7839	Rambo: First Blood Part II (1985)	http://dbpedia.org/resource/Rambo:_First_Blood_Part_II
1974	2403	9376	First Blood (1982)	http://dbpedia.org/resource/First_Blood
1975	2404	10586	Rambo III (1988)	http://dbpedia.org/resource/Rambo_III
1976	2405	12389	Jewel of the Nile, The (1985)	http://dbpedia.org/resource/The_Jewel_of_the_Nile
1977	2406	12011	Romancing the Stone (1984)	http://dbpedia.org/resource/Romancing_the_Stone
1978	2407	4530	Cocoon (1985)	http://dbpedia.org/resource/Cocoon_(film)
1979	2408	1472	Cocoon: The Return (1988)	http://dbpedia.org/resource/Cocoon:_The_Return
1980	2409	9974	Rocky II (1979)	http://dbpedia.org/resource/Rocky_II
1981	2410	1431	Rocky III (1982)	http://dbpedia.org/resource/Rocky_III
1982	2411	4127	Rocky IV (1985)	http://dbpedia.org/resource/Rocky_IV
1983	2412	2569	Rocky V (1990)	http://dbpedia.org/resource/Rocky_V
1984	2413	6866	Clue (1985)	http://dbpedia.org/resource/Clue_(film)
1985	2414	1560	Young Sherlock Holmes (1985)	http://dbpedia.org/resource/Young_Sherlock_Holmes
1986	2415	6833	Violets Are Blue... (1986)	http://dbpedia.org/resource/Violets_Are_Blue_(film)
1987	2416	7829	Back to School (1986)	http://dbpedia.org/resource/Back_to_School
1988	2417	11211	Heartburn (1986)	http://dbpedia.org/resource/Heartburn_(film)
1989	2418	1387	Nothing in Common (1986)	http://dbpedia.org/resource/Nothing_in_Common
1990	2419	13707	Extremities (1986)	http://dbpedia.org/resource/Extremities_(film)
1991	2420	10328	Karate Kid, The (1984)	http://dbpedia.org/resource/The_Karate_Kid
1992	2421	4336	Karate Kid, Part II, The (1986)	http://dbpedia.org/resource/The_Karate_Kid,_Part_II
1993	2422	12878	Karate Kid III, The (1989)	http://dbpedia.org/resource/The_Karate_Kid,_Part_III
1994	2423	13462	Christmas Vacation (1989)	http://dbpedia.org/resource/National_Lampoon's_Christmas_Vacation
1995	2424	1108	You've Got Mail (1998)	http://dbpedia.org/resource/You've_Got_Mail
1996	2425	8040	General, The (1998)	http://dbpedia.org/resource/The_General_(1998_film)
1997	2426	14002	Theory of Flight, The (1998)	http://dbpedia.org/resource/The_Theory_of_Flight
1998	2427	3364	Thin Red Line, The (1998)	http://dbpedia.org/resource/The_Thin_Red_Line_(1998_film)
1999	2428	2762	Faculty, The (1998)	http://dbpedia.org/resource/The_Faculty
2000	2429	1297	Mighty Joe Young (1998)	http://dbpedia.org/resource/Mighty_Joe_Young_(1998_film)
2001	2430	7312	Mighty Joe Young (1949)	http://dbpedia.org/resource/Mighty_Joe_Young_(1949_film)
